id,user,commentText,Labels
UgwiYYdQI_xAQ6wB1yh4AaABAg,Tabassum Doll,M newly mrd i dono anythng to cook my hubby lyks alu paratha tqsm mam fr dis recipeðŸ˜˜ðŸ˜˜,1
UgyYBhumbCwPm9zi-pl4AaABAg,hip hop Tigers,Nyc,3
UgwkzBEf0ViS14eXyUB4AaABAg,Safi Ahmad,This women is very good,4
Ugx7f5ITllUosaaCmUp4AaABAg,Rajkumar Sheoran,Very good pratha ji,2
Ugyg6tWocXMJZcuxnBR4AaABAg,ravi sisondiya,Thanku mam,1
Ugzchve_wz7k52xVGK14AaABAg,Lenovo A7000,"Very very nice holiday i cook
my grandson
im also cooking expert  in all 
once again i wish you",6
UgxFosCqmhEkvS_Lnw94AaABAg,Shaikh Ilyas,Thank you mam bht testy hai...,1
UgxRRjpH2TXu2sO4VBJ4AaABAg,Banti Banti,Nice bhabi ji,3
UgxgRyaaVMa0RKjuX854AaABAg,Hanuman Singh,Mam AAP bahut ache tarike se sikhati h.thanks,5
UgzEhXxI-rPH5ByBNI54AaABAg,mukesh shah shahi,Thanku so much,1
UgzpPvqmJ4mnR_fNdMZ4AaABAg,sabnam Ikbal,I am trying  early morning,6
Ugz_NVytBR5IBXTtZQJ4AaABAg,Ranjan Kumar,Nice Aunty ji,3
Ugxuzrar2raYrn1WrbJ4AaABAg,Rahul P,"Thank you I tried it 
It is very tasty",5
Ugwk5GlAutd9TNvdL2J4AaABAg,Arun Mohan,Thanks mummy ji.,1
UgwF8AKD-iS3zMQKlH14AaABAg,the infinity,"auntie its me again THE JOKERfrom kashmir and i wanted to ask that,can we use gram flour(besan)instead of wheat flour(maida)",7
UgzMCeQfUhM9gbOnEsZ4AaABAg,Rekha Jaipal,Very nice parathe,2
UgzmPfyPU5D1id-blat4AaABAg,Raju Kothariya,Super  mam,3
UgwsqmKbMTCoMTUp-Gt4AaABAg,ayan ayankhan,koi new recipe dijiye Nisha ji,6
Ugwv4F5qKmICAh36aH14AaABAg,Surajit Malakar,Thanks...,1
UgzLSmXvbJnQ3xXgVmp4AaABAg,film world,Yummmmmmy ma abi try krny lgii hu,2
Ugzu0QTILObb8eIBGFJ4AaABAg,sara alamgir,Nice recipe.aap ka andaz itna pyara he samjhane ka ke kia hi baat he.thanks for the recipe,5
Ugw2FsdGLPmnrFnQr_14AaABAg,Pinki Yadav,Very yammyyyyyyyyyyyyyyyy,2
UgxU4J4BeGOcaNYfPyZ4AaABAg,Pinki Yadav,Really nice Paratha ðŸ¤¤ðŸ¤¤,2
Ugzq7_oXO7378XMbAPd4AaABAg,Nagjiram s choudhary Nagjiram s choudhary,I will try,6
Ugzk9kAlVlPeFefhHeF4AaABAg,Shooby Doo,MarshAllah beautiful excellent parathay,2
UgwnPFWjI_f6QRssnpt4AaABAg,NIDHI SAIN,Mam m koi bhi stuffed paratha bnati hu to sari stuffing kinaro p aa jati h or beech m sirf aata reh jata h. To kya kru ki stuffing pure parathe m evenly lg jaye,7
Ugx56BoZct-_TOUNbbd4AaABAg,Sudip Thakur,aaj to  me bhi ese try karugi   mujhe to aloo ke parathe banana aate hi nhi the thank you so much mam,1
UgwkR9hyATkAJsc6PiF4AaABAg,abdul fafo,Very very nice thank you for sharing ðŸ‘,5
UgzgLNGDoumBcgaOOxh4AaABAg,Nandni Sharma,Superb aunty ji aapse bahut sikhne ko milta hai ab main bhi aapke wajah se ache paranthe banane legi hoon  thankyou aunty ji,5
Ugxd0BOrn52VRvdmvot4AaABAg,Trend Setter,"Great, thanks a lot for the yummy parathas",5
UgxRMpRAl1YCPQ-KbFd4AaABAg,Fiza Ch,V nice,3
UgzLLw3RD3f1tdh6fd14AaABAg,N0D3,"Thank you Ma, trying your parathas today :) once I succeed I'll reply to my post!",1
UgzUUQN_HuANvof5avp4AaABAg,Royal M,So tasty and you are also so sweet aunty,5
UgwvMLvpBE_x0N4YOKV4AaABAg,Rashmita Gauda,Superb mam,3
UgwlIssKV6KJsLrF-ut4AaABAg,Rashmita Gauda,Badhia mam...Apka express karne ka tarikese...Kavi bour Nehi Hoti...Ap bahat ache ho mam..Pyarse patience ke saath samjhati he...,4
UgwaCZXwjRwYLzwGMn14AaABAg,Shameer Beedassy,Wow thanks u,5
Ugx-aN7iivLCZAojfYZ4AaABAg,Vijayalaxmi Hosamani,Very good tastie bhi healthy bhi,2
UgwSvyOOhX1vp-SF-bp4AaABAg,Muskan Ahirwar,Mai KAL banaungi aaloo ke parathe,6
UgyC6lqcrI89h9NWNbN4AaABAg,richa dias,Muje bas aap pasand ho..,4
Ugz_8Z80ZbiQWNKuYHJ4AaABAg,Neha Verma,"really so,tasty.. ðŸ˜˜",2
Ugxtrsov7e0OaQQ-iPN4AaABAg,ali khan teachines,really lovely,3
UgxZsvxhlQvtJfwj9514AaABAg,Raj Mishra,Apko dekh k ma ki yad aa jati h,4
UgyOIvV9ayIqz25ZkTB4AaABAg,Manju Yadaw,Nice recipe mam love you,2
UgwmMI6lHO_SscvdgDp4AaABAg,Prem Sagar,nice,3
Ugw0hmdhaGfd-PekwgB4AaABAg,kamna sharma,Happy new year aanti,6
UgwIJS3Ts0yip1ICjPZ4AaABAg,mynails mrigs,"Madam... We shall not pour the oil first in the pan. Because if we put parantha over the oil, it will splash.",6
UgxMsQAx1cujgFYcdah4AaABAg,Ps S,Wahi! Yammy yammy,2
UgydjpiVZQq85iIGinB4AaABAg,Bihu Sarkar,Tsty parathaparathðŸ˜‹ðŸ˜‹,2
UgyXnxm4n7MHdbDKqkV4AaABAg,NIAMT LCC,Nice yummy....,2
UgyEVYoQYGpmP5i7App4AaABAg,paridhi Barman,thank you so much,1
UgzGNfXTTZKiRjZIGIZ4AaABAg,Lalit Bishnoi,Wow,3
Ugzk-JJRQY3k0W0TvuF4AaABAg,Meera Bai,This is amazing  I tried it tasty,2
UgzjzZg50DC-IVIHWmJ4AaABAg,Usha Patel,Yummy,2
UgyyadYgM_eWbp6c2Mp4AaABAg,Chandrahas Shambharkar,Nice,3
UgzsAjSKYiTzZ2Y2VdB4AaABAg,Tabinda Hussain,Bot ganda,6
UgwKViV5am3-o4TDlGB4AaABAg,Pushkal Ojha,Kya  Partha,6
UgyvDFc1M7GFwZZgR_J4AaABAg,Amir Khan,Very niceðŸŒ¶ï¸ðŸ‘Œ,3
UgyK6fPT9yb8TX-0p1B4AaABAg,krishna yadav,Apki awaj jaan nikal leti  bahut khub samghati h cute,4
Ugw0y0hfaCYZmsCPoht4AaABAg,krishna yadav,Nisha Madhulika top women,4
UgzDrI_Tw7Ft4-trye14AaABAg,maya x123,Wwoooww,3
Ugy46xdXbaX_SRdaHjl4AaABAg,Ridh's sarcasm,Aunty you are too good and very talented ðŸŽ€ðŸ’œðŸ˜˜,4
UgxpRaI4jp7mT0L1eI54AaABAg,Sanjoy Roy,Nice,3
UgwnvD2OQSO6E0PZTVd4AaABAg,Munichmarty1,Thank you ! Mrs. Singh showed me how to make them when I was in Kolkata. But this is really helpful ðŸ˜„â¤ï¸â¤ï¸â¤ï¸â¤ï¸,1
UgxwF47lGyCu-Z6JuCt4AaABAg,LYRICS MADIA,à¤®à¥‡à¤°à¥‡ à¤¤à¥‹ à¤®à¥à¤¹ à¤®à¥‡ à¤ªà¤¾à¤¨à¥€ à¤† à¤°à¤¹à¤¾ à¤¹à¥ˆ ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ so easy recipe i trying to home thank you ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,5
UgxN4L2Wgik-faWZ3VJ4AaABAg,anusha yapage,nice ðŸ‘,3
Ugx26Tcqjh_zuucf6iV4AaABAg,Sarah Mughal,Lovely Paratha by lovely woman! Love from Pakistan!,5
Ugww526WauwgT7REGAd4AaABAg,Guillaume Marcotte,"Today eate paratha, my friends are from india  theyre make for me i loved",6
UgzoZBNVMwbrCo6vuAJ4AaABAg,iffat khatoon,Aapki hr recipe must rehti h,4
UgysTsr3DKsARCLFLAZ4AaABAg,Uma Trivedi,Aunty  very  yummy  aloo Paratha ðŸ‘ŒðŸ‘Œâš˜,2
Ugzltkmcft09DEvgkGp4AaABAg,Saahil Hela,Mam I love the way u narrate ....your voice is very sweet n way of talking is very calm....ðŸ˜Š,4
UgzpdYc2uroH4KJiNpd4AaABAg,rimita ghosh,Very testi,2
UgwRuvWmMfE-uMkTnhp4AaABAg,Monu Rathore,Thanks mam,1
Ugx2jcr6b9o4ucs3k6J4AaABAg,Rajkumari Prasad,so nice the way you make it Aunty,4
Ugz2nOuj7aW191UWo_B4AaABAg,CHANDAN SINGH,Nice mam,3
UgzGF5xgjJP4Mq3NyW14AaABAg,Dutt Starlin,Garlic dalte to orr bhi tasty banta,6
Ugwa6Kld0yb5RulJFaJ4AaABAg,Sudam Chhatria,Very testy,2
UgyNN6USuemMUbtcbcl4AaABAg,NeELoFeR NaZ,Nisha jee you r best chef ðŸ’ŸðŸ‘ðŸ‘ŒREALLY like U frm PAKISTAN ðŸ’Ÿ,4
UgyqEGZtgsLTshIWrrt4AaABAg,firdous Anjum,Tasty,2
UgwIwFexjNZFDLXq5Uh4AaABAg,Monu Rathore,Mam hamare parathe fat jate h kya kare ki fate nhi,7
UgzrP1Gd-Txwo4sA7-14AaABAg,royal royal,very nice,3
Ugyd0Hgyc2eWNFrL5HJ4AaABAg,Shabaz Yousuf,Wow it's amazing to learn parathas  recipie,6
UgzFiyOVvO3UYxswm3Z4AaABAg,Ram Pal,aloo ke parathe mujhe bahut bahut pasand hai aap mujhe bhej do na,6
Ugzvn_72Bu-mFl3_vTt4AaABAg,Lakshmi Manasa,Hi Nisha mam please make any paratha curry recipes. As early as possible.,6
UgzdhRamfSOuZTUNocx4AaABAg,Anindya Beohar,Ma'am aloo fry krke b to parathe banate hai plz uski recipe bhi share kariye,6
UgyV5Myd5XiZW6mv_nF4AaABAg,Aarohee Thapa,Aunty ji khane ka man Kiya...,6
Ugy-ZlAUFYSoslXTpjB4AaABAg,Sudip Hari,Thank u..... Mam....,1
UgxrSX1dj4byfdrCTyl4AaABAg,Nazar Ahamed,Nice paratha sooo yummy. Explain Karne ka tharikha hohat acha he. Superb,5
UgxsVCmKbwlAjyHHjXV4AaABAg,Virangana Pareek,Very very nice paratha,2
UgyWTRcBNdcCqZnu4h54AaABAg,Sweet Khawish,Most welcome mam,6
UgzpjYNPxoDOlGMqo9d4AaABAg,sheshrao dhurve,Kuch dikh nhi raha,6
UgwrEnkACA0lGDUfmXt4AaABAg,Kumari Urmila,wow mam kya aapne parthe banaye hai ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,2
UgxCpkNoG5lIpxawX9B4AaABAg,Shaikh Nazrin,Nice,3
UgwBxd_1vUGaYX-84uJ4AaABAg,Vashtie Hardat,Awww she seems like such a sweet lady I had to subscribed ðŸ’—,4
Ugz9eDbiy0pxnR5GoBV4AaABAg,Vipa Sevak,Mam you are so intelligent and your all video is so good,5
Ugw5IdVoiRqcPZBd7Qp4AaABAg,Call Me Ahmad,Bohot bohot shukriya aunty jee aapka pyar se batane ka tarika bhi bohot acha hai.,5
UgzlvwhJz3YoYWuRYvV4AaABAg,Smitha J,Hi Nishaji..I love ur videos..n d way u explain..loads of love keep helping us in cooking variety of dishes I tried  Aloo paratha n turned out very yummy..thanks a lot,5
Ugyd2QrGnT9XDHIXhCN4AaABAg,Raman Kumar Ravi,"Pata nahi kyo Lekin jab bhi aapki video dekhta hu eaisa feel hota hai meri maa mujhe samjha Rahi hai thanks a lot 
Your voice is too attractive",5
Ugykg4E8ULwW5TOjLjV4AaABAg,lawrence brahma,Thank you aunty ðŸ˜Š,1
Ugx0I15selbHayVJM6Z4AaABAg,Shazadi Rose,"Brilliant  ma;m â˜ºï¸ and
Yummy ðŸ˜‹",5
UgzJ0FJf9ldswrm4jVN4AaABAg,Rita Thakur,"Nisha ji , aap bhut acchi trhan explain karte ho . ðŸ‘ðŸ» 
Nice reciepe .",5
UgxN3OTmHtp0yRQ-AOt4AaABAg,Sweet Khawish,I really like ur all videos.. Inspired by u.. And ill try most of ur recipes..love for u mam..respect for you,4
UgyVPSL58cv0yFM85jV4AaABAg,Nagaratna Jinagi,I tried ur all recipe s they came super..thank u so much ..I learnt many dishes from u..please finger papad ingredients and it making post ur coming video please,5
UgzwvPMnh53n2dpbviF4AaABAg,Gayatri Chowdhury,Very nice paratha,2
Ugxf8pa1tMaZANTBCTl4AaABAg,Mitali Shah,"Wahhhh aunty kya banaya Paratha tasty lajawaab...muh me Pani aa Gaya....kya bolu me...kash ye Paratha bahar aa Jata.,....me banaungi aaj hi...nahi Raha jayega....",5
Ugzqc9qk5E_kb9H949N4AaABAg,shahina Hassan,"I like all ur recipes  n m also trying at my home ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œlove u 
Maam shahina frm New Zealand",4
UgweXPOYR_hl5jYuW0F4AaABAg,Naina Singh,So tasty auntyðŸ˜˜,2
Ugye2opHND9COtpSdDl4AaABAg,Akhtara Begum,"She is very talented
Thanks alot mam ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜",5
Ugwi6AowOGF3-3GWTPB4AaABAg,Minakshi Yadav,Tadka lga kr BHI hum stuffing bna sacte h,7
Ugwq1G6ZQac98gbt_fR4AaABAg,Rachna Kumari,Very nice mam bahut hi acche s bataya h aapne thanks,5
UgzfpYskJXbF4vnjkJl4AaABAg,Neelam Bedi,"mam i like the way u cook, easy n great taste...",4
UgzSnjQZRs6nxiDPRwB4AaABAg,Baljit Singh,Mam.aap kon sa tail use krte hai pranthe banane ke  liye,7
UgzjRseyuYIwYDNkdO54AaABAg,Imran Khan,"Kuch new racipe batoo na ðŸŒ¹ðŸŒ¹ðŸŒ¹ nisha ji i am big fan my ap ke raspice try karte bhoot accha banta samosa aloo ke takie &allmost cooking nisha ji,    imran khan my hasband ðŸŒ¹ðŸŒ¹  for city nagpur",4
UgxqC7TUWSCd-ciowuR4AaABAg,Adi Bhaiya Firozabad,Alu hre haiðŸ˜‚ðŸ˜‚ðŸ˜‚,6
Ugw6XUBtf-e47DqT6WJ4AaABAg,Jumi Talukdar,Waoo mam Very teasty ðŸ‘ŒðŸ‘ŒðŸ‘Œme jarur try krungi.. Thanku mam,5
UgzB6yW_JTUpylsOYNh4AaABAg,Monika Sapra,Thnx for this all favourite recipe.,1
Ugyk2hx5voxYeNnJHgN4AaABAg,Priya Agrawal,Nice,3
UgwwwszXnDaGEevjJM14AaABAg,Sunita kulkarni Kulkarni,Super madam watch smusic vaibhav be puja in Marathi,6
Ugxttffomfyi-u688Md4AaABAg,the monster truck,Super mam,3
UgyaIpmtgXCj8CbD3-x4AaABAg,Imran Khan,Nisha ji ke raspice bhoot pasand aate hai i love cooking for Nisha ji  my name is mrs nusrath khan  from nagpur city,4
UgzwO78Ifbp4pZsX1Cl4AaABAg,Gunjan K,You are so sweet,4
UgxCEw4rEFpME_ZRZPV4AaABAg,Kasturi Rangan,You have done the most difficult receipe in easy way awesome !!!ðŸ‘ðŸ‘ðŸ‘ðŸ‘,4
UgyNVbB449021SPsHjd4AaABAg,sweta Gupta,"Mam as usual vvv nicy recipe...
I love alu paratha.....",5
UgyK32jyq1HF4hccpVV4AaABAg,Harika Madamala,Ur explainations are so clear love ur videos Mam ðŸ¥°,4
Ugz5_9ylYbtluYjmwqd4AaABAg,Preeti Bharti Bharti,I would say Thank you mam for all good cooking .,1
UgwYF8m-Un8MHEcGtwB4AaABAg,Preeti Bharti Bharti,Whenever i want to cook something i only search your youtube channel because first reason your voice is very nice which dnt irritates me like others youtubers channels and second the way you teach your cooking it make me feel very easy to learn .,4
Ugy10KE3TacBzNuFA5R4AaABAg,Sunita Devi,ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜˜aaloo pratha.......ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,6
UgzpnjpLm5Mr9Hbrz9Z4AaABAg,Shashi Arora,Tasty,2
Ugy2LI9k8wCKHwOSctt4AaABAg,Jyoti Tripathi,Theek h eshe hi banaugi  ðŸ‘ŒðŸ˜ŠðŸ˜Š,6
UgzXhhfaMm1IZwg_-xx4AaABAg,à¤šà¤¿à¤¤à¥à¤°à¤•à¤²à¤¾ : à¤¶à¥à¤°à¥‡à¤·à¥à¤  à¤•à¤²à¤¾,Good method thanks mam,5
UgwytG5rJjI9W8gRQD94AaABAg,aparna parui,Very very nice paratha,2
UgzbjlvLfF1ujDvzGQJ4AaABAg,Reena Goyal,please mam share some diet food receipes,6
Ugz1v83zJGwUdnFeZLt4AaABAg,chanchal updhay,Bahut Achhe bne mere prathe,2
UgxCSstVbROYkg-H1Qx4AaABAg,Sonika Sharma,Hello mam love you so much â˜º,6
UgxeggAKKkEUM5i4BL54AaABAg,Seems Parmar,"wow very testy yummy yummy Thanku mam, i will try",5
UgymW1rbRpfItsl5j9l4AaABAg,beena negi,"Thanks mam,u are so sweet & lovely.",5
Ugwd10LhMbd0iiTCrXV4AaABAg,Kamla Singh,Yummy paratha ðŸ˜‹ðŸ˜‹ðŸ˜‹,2
Ugx797YDaa708mjC0ex4AaABAg,Kamla Singh,Very nice,3
UgwXon5DwkTxwd2UkhJ4AaABAg,ramashanthi shanthi,Super,3
Ugxn8tV7bwjmiZr3iM94AaABAg,lovepeace29981,I wanted to ask a question but always thought it was not appropriate but couldn't resist today. I want to ask whether do you use a dishwasher for cleaning your utensils? Coz most of them look new.,6
UgwZj-yMmtDA5IxEp414AaABAg,Naaz Ali,Aap k samjhane ka tarika bhut acha h,4
UgzJKnwHa9kNjm85XAd4AaABAg,Sadaf Siddiqui,Wah nisha aunty..love frm pakistan ðŸ˜˜,3
UgxWRBF95cue4xoSKTV4AaABAg,Manju Rani,Very testiðŸ˜‹ðŸ˜‹ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,2
UgyhwpGM83_i4i45pyp4AaABAg,shabana,Love u nd ur recipies aunty,2
UgxgMEZB73zbUUTLVLV4AaABAg,Chinmaya Mallick,Very nice Aunty,3
UgzpEr115b4nInoQlkp4AaABAg,priya sharma,"Mam your recipes too good and cooking way is so easy.. Aapki help se m b kitchen me bahut Kuchh bnane lgi hu.. 
Thank you so much mam. I'm your biggest fan ðŸ˜ðŸ˜",5
UgzRWwZ_N_JLZjE9DS54AaABAg,Udaya sree kayathi,This looks so yummy,2
UgykJgWCHQrzJxiU_Hl4AaABAg,AS manihas,Super super,3
Ugx57RBzJCNr_qJslOF4AaABAg,Madhusmita Choudhury,"excellent mam,,, thank you very much... ðŸ‘‰ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ’ðŸ’ðŸŒ¹ðŸŒ¹ðŸŒ…",5
UgzwwIhDOQpeYkm13rt4AaABAg,Sanjay Pathak,Thank you mam for this nice recipe,5
Ugwe01wsS_cuZ-MYQzF4AaABAg,pretty girl,Ak to tumhari neck itni hil rahi hoti hai k mera dheyan tumhari neck p he hota hai,6
UgyIyLUlK61qnoObD-B4AaABAg,Nihal Singh,Kya him aate or sabhi aalo masalo koo mix kr skte h kya plz reply plzzzzzzzzzzzzzzzzzzzzzz,7
UgwasScHniorBw1BAZh4AaABAg,Musical Star. PB,Bohat tasty Dikh rahahe.i mean fantastic.,2
Ugy7peWvk5ZJtMXb2Nd4AaABAg,i!I'm_ Libra!i,she is so sweet ðŸ˜ðŸ’Ÿ,4
Ugy9eiLIRPMn7uA8nG94AaABAg,Govind Kumar Chhipa,thnx mam..aap to reply karne me bhi bahut fast ho,5
UgxeTBivEQEZY5441Wx4AaABAg,Govind Kumar Chhipa,kya mam garam masala use kar skte h????,7
UgxzCvK-D9dxy2B2I7d4AaABAg,Cute CupCake,"hiâ˜ºâ˜º
Kya hum all purpose flour use kar sakte hai????",7
Ugw3Yw72DMcXxdMYuzp4AaABAg,Mallinath Todkar,Wow soo taste....,2
UgwzecrDPWVRM4FjjHx4AaABAg,Kaminikumari Kumari,Nice,3
UgxHEndNIUijxpzpZBx4AaABAg,Lebi nandhu,nice,3
